,chapter,dt,author,replica,replica_full,replica_len
1671,Властелин колец: возвращение короля,01:19:25,Голлум,Он хочет её взять себе,"Почему он ненавидит бедного Смегола? Что Смегол ему сделал. Хозяин.. хозяин несёт тяжёлое бремя. Смегол знает - тяжкое, тяжкое бремя. Толстяку этого не понять. Смегол присмотрит за хозяином. Он хочет её взять себе. Смегол видит это по его глазам. Очень скоро он потребует её у вас. Я знаю, хозяин, толстяк отберёт у вас прелесть"". (Ангмарский Король-Колдун): ""Бросьте в бой все легионы, не ослабляйте натиск пока город не падёт. Убейте всех""..",5
1672,Властелин колец: возвращение короля,01:19:25,Голлум,Смегол видит это по его глазам,"Почему он ненавидит бедного Смегола? Что Смегол ему сделал. Хозяин.. хозяин несёт тяжёлое бремя. Смегол знает - тяжкое, тяжкое бремя. Толстяку этого не понять. Смегол присмотрит за хозяином. Он хочет её взять себе. Смегол видит это по его глазам. Очень скоро он потребует её у вас. Я знаю, хозяин, толстяк отберёт у вас прелесть"". (Ангмарский Король-Колдун): ""Бросьте в бой все легионы, не ослабляйте натиск пока город не падёт. Убейте всех""..",6
1673,Властелин колец: возвращение короля,01:19:25,Голлум,Очень скоро он потребует её у вас,"Почему он ненавидит бедного Смегола? Что Смегол ему сделал. Хозяин.. хозяин несёт тяжёлое бремя. Смегол знает - тяжкое, тяжкое бремя. Толстяку этого не понять. Смегол присмотрит за хозяином. Он хочет её взять себе. Смегол видит это по его глазам. Очень скоро он потребует её у вас. Я знаю, хозяин, толстяк отберёт у вас прелесть"". (Ангмарский Король-Колдун): ""Бросьте в бой все легионы, не ослабляйте натиск пока город не падёт. Убейте всех""..",7
1674,Властелин колец: возвращение короля,01:19:25,Голлум,"Я знаю, хозяин, толстяк отберёт у вас прелесть","Почему он ненавидит бедного Смегола? Что Смегол ему сделал. Хозяин.. хозяин несёт тяжёлое бремя. Смегол знает - тяжкое, тяжкое бремя. Толстяку этого не понять. Смегол присмотрит за хозяином. Он хочет её взять себе. Смегол видит это по его глазам. Очень скоро он потребует её у вас. Я знаю, хозяин, толстяк отберёт у вас прелесть"". (Ангмарский Король-Колдун): ""Бросьте в бой все легионы, не ослабляйте натиск пока город не падёт. Убейте всех""..",8
1675,Властелин колец: возвращение короля,01:19:25,Голлум,"(Ангмарский Король-Колдун): ""Бросьте в бой все легионы, не ослабляйте натиск пока город не падёт","Почему он ненавидит бедного Смегола? Что Смегол ему сделал. Хозяин.. хозяин несёт тяжёлое бремя. Смегол знает - тяжкое, тяжкое бремя. Толстяку этого не понять. Смегол присмотрит за хозяином. Он хочет её взять себе. Смегол видит это по его глазам. Очень скоро он потребует её у вас. Я знаю, хозяин, толстяк отберёт у вас прелесть"". (Ангмарский Король-Колдун): ""Бросьте в бой все легионы, не ослабляйте натиск пока город не падёт. Убейте всех""..",14
1676,Властелин колец: возвращение короля,01:19:25,Гэндальф,"Лучшая защита - ваша храбрость, солдат","Лучшая защита - ваша храбрость, солдат""..",6
1677,Властелин колец: возвращение короля,01:20:05,Пиппин,"О чём ты думал, Перегрин Тук? Какую службу может сослужить хоббит такому великому господину?.","О чём ты думал, Перегрин Тук? Какую службу может сослужить хоббит такому великому господину?.",14
1678,Властелин колец: возвращение короля,01:20:05,Фарамир,Но благородный поступок не должен быть остановлен холодным советом,"Молодец. Но благородный поступок не должен быть остановлен холодным советом. Теперь ты страж башни""..",9
1679,Властелин колец: возвращение короля,01:20:05,Пиппин,"Не думал, что у них найдётся подходящий наряд для меня","Не думал, что у них найдётся подходящий наряд для меня""..",10
1680,Властелин колец: возвращение короля,01:20:05,Фарамир,Когда-то он принадлежал одному мальчику - очень глупому,"Когда-то он принадлежал одному мальчику - очень глупому. Он то и дело, что сражался с драконами вместо того, чтобы учиться""..",8
1681,Властелин колец: возвращение короля,01:20:05,Фарамир,"Он то и дело, что сражался с драконами вместо того, чтобы учиться","Когда-то он принадлежал одному мальчику - очень глупому. Он то и дело, что сражался с драконами вместо того, чтобы учиться""..",12
1682,Властелин колец: возвращение короля,01:20:05,Фарамир,Отец специально сделал его для меня,"Да, мой. Отец специально сделал его для меня""..",6
1683,Властелин колец: возвращение короля,01:20:05,Пиппин,"Что ж, я даже повыше, чем были вы, хотя вряд ли когда-либо вырасту ещё, разве что вширь","Что ж, я даже повыше, чем были вы, хотя вряд ли когда-либо вырасту ещё, разве что вширь""..",17
1684,Властелин колец: возвращение короля,01:20:05,Фарамир,Он и мне никогда не был в пору,"Он и мне никогда не был в пору. Боромир - вот он был настоящим воином. Он и отец были так похожи. Гордые, упрямые... но сильные""..",8
1685,Властелин колец: возвращение короля,01:20:05,Фарамир,Боромир - вот он был настоящим воином,"Он и мне никогда не был в пору. Боромир - вот он был настоящим воином. Он и отец были так похожи. Гордые, упрямые... но сильные""..",7
1686,Властелин колец: возвращение короля,01:20:05,Фарамир,Он и отец были так похожи,"Он и мне никогда не был в пору. Боромир - вот он был настоящим воином. Он и отец были так похожи. Гордые, упрямые... но сильные""..",6
1687,Властелин колец: возвращение короля,01:20:05,Пиппин,"Мне кажется, что вы сильны другим, и однажды ваш отец это поймёт","Мне кажется, что вы сильны другим, и однажды ваш отец это поймёт""..",12
1688,Властелин колец: возвращение короля,01:21:27,Пиппин,Я даю клятву верно служить Гондору,"Я даю клятву верно служить Гондору. В мире и на войне, жизнью и смертью, от... отныне и впредь пока... меня не освободит мой владыка.. или возьмёт смерть""..",6
1689,Властелин колец: возвращение короля,01:21:27,Пиппин,"В мире и на войне, жизнью и смертью, от..","Я даю клятву верно служить Гондору. В мире и на войне, жизнью и смертью, от... отныне и впредь пока... меня не освободит мой владыка.. или возьмёт смерть""..",9
1690,Властелин колец: возвращение короля,01:21:27,Пиппин,меня не освободит мой владыка.,"Я даю клятву верно служить Гондору. В мире и на войне, жизнью и смертью, от... отныне и впредь пока... меня не освободит мой владыка.. или возьмёт смерть""..",5
1691,Властелин колец: возвращение короля,01:21:27,Денетор,И я не забуду этого,"И я не забуду этого. И не замедлю как должно воздать тебе. Любовью за верность, почестями за доблесть, а за измену - отмщением""..",5
1692,Властелин колец: возвращение короля,01:21:27,Денетор,И не замедлю как должно воздать тебе,"И я не забуду этого. И не замедлю как должно воздать тебе. Любовью за верность, почестями за доблесть, а за измену - отмщением""..",7
1693,Властелин колец: возвращение короля,01:21:27,Денетор,"Любовью за верность, почестями за доблесть, а за измену - отмщением","И я не забуду этого. И не замедлю как должно воздать тебе. Любовью за верность, почестями за доблесть, а за измену - отмщением""..",11
1694,Властелин колец: возвращение короля,01:21:27,Денетор,"Я думаю мы зря так легко сдали внешний рубеж обороны - рубеж, который так стойко удерживал твой брат","Я думаю мы зря так легко сдали внешний рубеж обороны - рубеж, который так стойко удерживал твой брат""..",18
1695,Властелин колец: возвращение короля,01:21:27,Фарамир,Что же ты хочешь от меня?.,Что же ты хочешь от меня?.,6
1696,Властелин колец: возвращение короля,01:21:27,Денетор,Я бы не сдавал реку в Пеленноре и форт,"Я бы не сдавал реку в Пеленноре и форт. Осгилиат нужно отбить""..",9
1697,Властелин колец: возвращение короля,01:21:27,Денетор,Войны без риска не бывает,Войны без риска не бывает. У кого из командиров хватит мужества выполнить волю владыки?.,5
1698,Властелин колец: возвращение короля,01:21:27,Денетор,У кого из командиров хватит мужества выполнить волю владыки?.,Войны без риска не бывает. У кого из командиров хватит мужества выполнить волю владыки?.,9
1699,Властелин колец: возвращение короля,01:21:27,Фарамир,"Ты бы хотел, чтобы на этом месте был не я","Ты бы хотел, чтобы на этом месте был не я. Чтобы я погиб, а Боромир жил""..",10
1700,Властелин колец: возвращение короля,01:21:27,Фарамир,"Чтобы я погиб, а Боромир жил","Ты бы хотел, чтобы на этом месте был не я. Чтобы я погиб, а Боромир жил""..",6
1701,Властелин колец: возвращение короля,01:21:27,Фарамир,"Ты потерял Боромира, теперь вместо него я","Ты потерял Боромира, теперь вместо него я. Если я вернусь - встреть меня как отец""..",7
1702,Властелин колец: возвращение короля,01:21:27,Фарамир,Если я вернусь - встреть меня как отец,"Ты потерял Боромира, теперь вместо него я. Если я вернусь - встреть меня как отец""..",8
1703,Властелин колец: возвращение короля,01:21:27,Денетор,Зависит от того как именно ты вернёшься,"Зависит от того как именно ты вернёшься""..",7
1704,Властелин колец: возвращение короля,01:25:07,Сэм,Что ты затеял? Слинять решил?.,Что ты затеял? Слинять решил?.,5
1705,Властелин колец: возвращение короля,01:25:07,Голлум,"Ссс...слинять? Слинять?! Толстый хоббит всегда так ласков? Смегол показал им тайный путь, который никто не смог бы найти, а он говорит: ""Слинять""! Слинять? Очень по-дружески, да, моя прелесть, очень по-дружески!.","Ссс...слинять? Слинять?! Толстый хоббит всегда так ласков? Смегол показал им тайный путь, который никто не смог бы найти, а он говорит: ""Слинять""! Слинять? Очень по-дружески, да, моя прелесть, очень по-дружески!.",30
1706,Властелин колец: возвращение короля,01:25:07,Сэм,"Хорошо, хорошо! Ты напугал меня спросонья","Хорошо, хорошо! Ты напугал меня спросонья. Что ты хотел?.",6
1707,Властелин колец: возвращение короля,01:25:07,Сэм,"Простите, что бужу вас, мистер Фродо","Ладно, говори, что хочешь. Простите, что бужу вас, мистер Фродо. Нам пора двигаться дальше""..",6
1708,Властелин колец: возвращение короля,01:25:07,Фродо,"Что? Это всё, что у нас было!.","Что? Это всё, что у нас было!.",7
1709,Властелин колец: возвращение короля,01:25:07,Сэм,Он взял его! Только он мог!.,Он взял его! Только он мог!.,6
1710,Властелин колец: возвращение короля,01:25:07,Голлум,"Смегол? Нет, нет, только не Смегол","Смегол? Нет, нет, только не Смегол. Он не ест гадкий хлеб эльфов""..",6
1711,Властелин колец: возвращение короля,01:25:07,Голлум,Он не ест гадкий хлеб эльфов,"Смегол? Нет, нет, только не Смегол. Он не ест гадкий хлеб эльфов""..",6
1712,Властелин колец: возвращение короля,01:25:07,Сэм,"Ах ты, лживая крыса! Что ты с ним сделал?!.","Ах ты, лживая крыса! Что ты с ним сделал?!.",9
1713,Властелин колец: возвращение короля,01:25:07,Голлум,Что это? Крошки на одежде,"Смотрите. Что это? Крошки на одежде. Он взял его! Он его взял! Я наблюдал за ним. Он всё время набивал рот, когда хозяин не видел!.",5
1714,Властелин колец: возвращение короля,01:25:07,Голлум,Он взял его! Он его взял! Я наблюдал за ним,"Смотрите. Что это? Крошки на одежде. Он взял его! Он его взял! Я наблюдал за ним. Он всё время набивал рот, когда хозяин не видел!.",10
1715,Властелин колец: возвращение короля,01:25:07,Голлум,"Он всё время набивал рот, когда хозяин не видел!.","Смотрите. Что это? Крошки на одежде. Он взял его! Он его взял! Я наблюдал за ним. Он всё время набивал рот, когда хозяин не видел!.",9
1716,Властелин колец: возвращение короля,01:25:07,Сэм,Это подлая ложь! Ах ты гадкая двуличная мразь!.,Это подлая ложь! Ах ты гадкая двуличная мразь!.,8
1717,Властелин колец: возвращение короля,01:25:07,Сэм,"Я не хотел, чтобы зашло так далеко","Простите, простите. Я не хотел, чтобы зашло так далеко. Я просто очень разозлился. Давайте отдохнём немного""..",7
1718,Властелин колец: возвращение короля,01:25:07,Сэм,"Нет, вы не просто устали","Нет, вы не просто устали. Вы измотаны. Этот Голлум… этот Мордор... и эта штука у вас на шее! Я могу помочь. Я могу понести его немного. Понести немного. Я могу понести. Взять эту ношу. Эту ношу. Эту ношу""..",5
1719,Властелин колец: возвращение короля,01:25:07,Сэм,и эта штука у вас на шее! Я могу помочь,"Нет, вы не просто устали. Вы измотаны. Этот Голлум… этот Мордор... и эта штука у вас на шее! Я могу помочь. Я могу понести его немного. Понести немного. Я могу понести. Взять эту ношу. Эту ношу. Эту ношу""..",10
1720,Властелин колец: возвращение короля,01:25:07,Сэм,Я могу понести его немного,"Нет, вы не просто устали. Вы измотаны. Этот Голлум… этот Мордор... и эта штука у вас на шее! Я могу помочь. Я могу понести его немного. Понести немного. Я могу понести. Взять эту ношу. Эту ношу. Эту ношу""..",5
1721,Властелин колец: возвращение короля,01:25:07,Сэм,Я не заберу его! Я только хочу помочь,"Я не заберу его! Я только хочу помочь""..",8
1722,Властелин колец: возвращение короля,01:25:07,Голлум,Видите? Видите? Он хочет взять её себе,"Видите? Видите? Он хочет взять её себе""..",7
1723,Властелин колец: возвращение короля,01:25:07,Сэм,"Заткнись, гад! Убирайся! Пошёл прочь!.","Заткнись, гад! Убирайся! Пошёл прочь!.",5
1724,Властелин колец: возвращение короля,01:25:07,Сэм,Он клевещет вам на меня,"Но он лжёт. Он клевещет вам на меня""..",5
1725,Властелин колец: возвращение короля,01:25:07,Фродо,Ты уже не поможешь мне,"Ты уже не поможешь мне""..",5
1726,Властелин колец: возвращение короля,01:29:58,Гэндальф,Фарамир! Фарамир! Приказ твоего отца безумен,"Фарамир! Фарамир! Приказ твоего отца безумен. Не спеши напрасно губить свою жизнь""..",6
1727,Властелин колец: возвращение короля,01:29:58,Гэндальф,Не спеши напрасно губить свою жизнь,"Фарамир! Фарамир! Приказ твоего отца безумен. Не спеши напрасно губить свою жизнь""..",6
1728,Властелин колец: возвращение короля,01:29:58,Фарамир,"Где, как не здесь мой долг отдать её? Это город народа Нуменора","Где, как не здесь мой долг отдать её? Это город народа Нуменора. Я с радостью отдам жизнь, чтобы защищать его красоту, память о нём, и его мудрость""..",12
1729,Властелин колец: возвращение короля,01:29:58,Фарамир,"Я с радостью отдам жизнь, чтобы защищать его красоту, память о нём, и его мудрость","Где, как не здесь мой долг отдать её? Это город народа Нуменора. Я с радостью отдам жизнь, чтобы защищать его красоту, память о нём, и его мудрость""..",15
1730,Властелин колец: возвращение короля,01:29:58,Гэндальф,"Твой отец любит тебя, Фарамир","Твой отец любит тебя, Фарамир. Он вспомнит это за миг до конца""..",5
1731,Властелин колец: возвращение короля,01:29:58,Гэндальф,Он вспомнит это за миг до конца,"Твой отец любит тебя, Фарамир. Он вспомнит это за миг до конца""..",7
1732,Властелин колец: возвращение короля,01:31:41,Пиппин,"Во всяком случае, неплохо для своих","Ну… да... Во всяком случае, неплохо для своих. Но у нас нет песен для таких чертогов и... и грозных времён""..",6
1733,Властелин колец: возвращение короля,01:31:41,Пиппин,Но у нас нет песен для таких чертогов и..,"Ну… да... Во всяком случае, неплохо для своих. Но у нас нет песен для таких чертогов и... и грозных времён""..",9
1734,Властелин колец: возвращение короля,01:31:41,Денетор,"Отчего твои песни не годятся для моих чертогов? Давай, спой мне","Отчего твои песни не годятся для моих чертогов? Давай, спой мне""..",11
1735,Властелин колец: возвращение короля,01:31:41,Пиппин,"Наш дом уснул Но мир не ждёт, Зовёт дорога нас вперёд","Наш дом уснул Но мир не ждёт, Зовёт дорога нас вперёд. Покуда шлёт лучи звезда, До грани ночи, а тогда - Уйдёт туман, исчезнет тень, Наступит новый светлый день... Светлый день....",11
1736,Властелин колец: возвращение короля,01:31:41,Пиппин,"Покуда шлёт лучи звезда, До грани ночи, а тогда - Уйдёт туман, исчезнет тень, Наступит новый светлый день..","Наш дом уснул Но мир не ждёт, Зовёт дорога нас вперёд. Покуда шлёт лучи звезда, До грани ночи, а тогда - Уйдёт туман, исчезнет тень, Наступит новый светлый день... Светлый день....",18
1737,Властелин колец: возвращение короля,01:33:48,Теоден,А где всадники из Сноуборна?.,А где всадники из Сноуборна?.,5
1738,Властелин колец: возвращение короля,01:34:48,Теоден,Половина того на что я рассчитывал,"Шесть тысяч копий. Половина того на что я рассчитывал""..",6
1739,Властелин колец: возвращение короля,01:34:48,Арагорн,"Шести тысяч не хватит, чтобы сокрушить легионы Мордора","Шести тысяч не хватит, чтобы сокрушить легионы Мордора""..",8
1740,Властелин колец: возвращение короля,01:34:48,Арагорн,Каждый час приближает падение Гондора,"Каждый час приближает падение Гондора. Ждём до рассвета и выступаем""..",5
1741,Властелин колец: возвращение короля,01:34:48,Арагорн,Ждём до рассвета и выступаем,"Каждый час приближает падение Гондора. Ждём до рассвета и выступаем""..",5
1742,Властелин колец: возвращение короля,01:34:48,Леголас,"Кони встревожены, а люди подавлены","Кони встревожены, а люди подавлены""..",5
1743,Властелин колец: возвращение короля,01:34:48,Эомер,Рядом с этой горой им не по себе,"Рядом с этой горой им не по себе""..",8
1744,Властелин колец: возвращение короля,01:34:48,Гимли,Что это за дорога? Куда она ведёт?.,Что это за дорога? Куда она ведёт?.,7
1745,Властелин колец: возвращение короля,01:34:48,Леголас,"Это дорога на Димхольт, подгорный проход","Это дорога на Димхольт, подгорный проход""..",6
1746,Властелин колец: возвращение короля,01:36:36,Мерри,Он не так уж опасен,"Я готов. Прости. Он не так уж опасен. Даже не заточен""..",5
1747,Властелин колец: возвращение короля,01:36:36,Эовин,Тупым клинком много орков не зарубишь,"Это никуда не годится. Тупым клинком много орков не зарубишь. Идём. В кузницу, бегом!.",6
1748,Властелин колец: возвращение короля,01:36:36,Эовин,Не надо в нём сомневаться,"Не надо в нём сомневаться""..",5
1749,Властелин колец: возвращение короля,01:36:36,Эомер,"Я не сомневаюсь в его храбрости, только в длине руки","Я не сомневаюсь в его храбрости, только в длине руки""..",10
1750,Властелин колец: возвращение короля,01:36:36,Эовин,"Почему Мерри должен оставаться? У него не меньше причин воевать, чем у вас","Почему Мерри должен оставаться? У него не меньше причин воевать, чем у вас. Почему он не может сражаться за тех, кого любит?.",13
1751,Властелин колец: возвращение короля,01:36:36,Эовин,"Почему он не может сражаться за тех, кого любит?.","Почему Мерри должен оставаться? У него не меньше причин воевать, чем у вас. Почему он не может сражаться за тех, кого любит?.",9
1752,Властелин колец: возвращение короля,01:36:36,Эомер,О войне ты знаешь не больше этого хоббита,"О войне ты знаешь не больше этого хоббита. Когда его охватит страх, когда вокруг него будет кровь, крики, и весь ужас бойни, уверена, что он выстоит? Он сбежит, и будет прав. Война - мужское дело, Эовин""..",8
1753,Властелин колец: возвращение короля,01:36:36,Эомер,"Когда его охватит страх, когда вокруг него будет кровь, крики, и весь ужас бойни, уверена, что он выстоит? Он сбежит, и будет прав","О войне ты знаешь не больше этого хоббита. Когда его охватит страх, когда вокруг него будет кровь, крики, и весь ужас бойни, уверена, что он выстоит? Он сбежит, и будет прав. Война - мужское дело, Эовин""..",23
1754,Властелин колец: возвращение короля,01:36:36,Эомер,"Война - мужское дело, Эовин","О войне ты знаешь не больше этого хоббита. Когда его охватит страх, когда вокруг него будет кровь, крики, и весь ужас бойни, уверена, что он выстоит? Он сбежит, и будет прав. Война - мужское дело, Эовин""..",5
1755,Властелин колец: возвращение короля,01:38:37,Элронд,Я прибыл по воле любимой дочери к вам,"Я прибыл по воле любимой дочери к вам. Арвен умирает. Она не может долго выносить то зло, что расползается из Мордора. Свет Вечерней Звезды угасает. Чем сильнее становится Саурон, тем слабее делается она. Жизнь Арвен связана теперь с судьбой Кольца. Тьма накрыла нас, Арагорн. Это конец""..",8
1756,Властелин колец: возвращение короля,01:38:37,Элронд,"Она не может долго выносить то зло, что расползается из Мордора","Я прибыл по воле любимой дочери к вам. Арвен умирает. Она не может долго выносить то зло, что расползается из Мордора. Свет Вечерней Звезды угасает. Чем сильнее становится Саурон, тем слабее делается она. Жизнь Арвен связана теперь с судьбой Кольца. Тьма накрыла нас, Арагорн. Это конец""..",11
1757,Властелин колец: возвращение короля,01:38:37,Элронд,"Чем сильнее становится Саурон, тем слабее делается она","Я прибыл по воле любимой дочери к вам. Арвен умирает. Она не может долго выносить то зло, что расползается из Мордора. Свет Вечерней Звезды угасает. Чем сильнее становится Саурон, тем слабее делается она. Жизнь Арвен связана теперь с судьбой Кольца. Тьма накрыла нас, Арагорн. Это конец""..",8
1758,Властелин колец: возвращение короля,01:38:37,Элронд,Жизнь Арвен связана теперь с судьбой Кольца,"Я прибыл по воле любимой дочери к вам. Арвен умирает. Она не может долго выносить то зло, что расползается из Мордора. Свет Вечерней Звезды угасает. Чем сильнее становится Саурон, тем слабее делается она. Жизнь Арвен связана теперь с судьбой Кольца. Тьма накрыла нас, Арагорн. Это конец""..",7
1759,Властелин колец: возвращение короля,01:38:37,Арагорн,"Но не наш, а его","Но не наш, а его""..",5
1760,Властелин колец: возвращение короля,01:38:37,Элронд,"Ты идёшь на войну, но не за победой","Ты идёшь на войну, но не за победой. Армии Саурона маршируют к Минас Тириту, это ты знаешь. Но есть тайная сила, которую он послал для удара с реки. Флот пиратских судов отплыл с юга. Они будут в городе через два дня. У тебя мало людей. Нужны ещё воины""..",8
1761,Властелин колец: возвращение короля,01:38:37,Элронд,"Армии Саурона маршируют к Минас Тириту, это ты знаешь","Ты идёшь на войну, но не за победой. Армии Саурона маршируют к Минас Тириту, это ты знаешь. Но есть тайная сила, которую он послал для удара с реки. Флот пиратских судов отплыл с юга. Они будут в городе через два дня. У тебя мало людей. Нужны ещё воины""..",9
1762,Властелин колец: возвращение короля,01:38:37,Элронд,"Но есть тайная сила, которую он послал для удара с реки","Ты идёшь на войну, но не за победой. Армии Саурона маршируют к Минас Тириту, это ты знаешь. Но есть тайная сила, которую он послал для удара с реки. Флот пиратских судов отплыл с юга. Они будут в городе через два дня. У тебя мало людей. Нужны ещё воины""..",11
1763,Властелин колец: возвращение короля,01:38:37,Элронд,Флот пиратских судов отплыл с юга,"Ты идёшь на войну, но не за победой. Армии Саурона маршируют к Минас Тириту, это ты знаешь. Но есть тайная сила, которую он послал для удара с реки. Флот пиратских судов отплыл с юга. Они будут в городе через два дня. У тебя мало людей. Нужны ещё воины""..",6
1764,Властелин колец: возвращение короля,01:38:37,Элронд,Они будут в городе через два дня,"Ты идёшь на войну, но не за победой. Армии Саурона маршируют к Минас Тириту, это ты знаешь. Но есть тайная сила, которую он послал для удара с реки. Флот пиратских судов отплыл с юга. Они будут в городе через два дня. У тебя мало людей. Нужны ещё воины""..",7
1765,Властелин колец: возвращение короля,01:38:37,Элронд,"Есть те, кто живёт в горах","Есть те, кто живёт в горах""..",6
1766,Властелин колец: возвращение короля,01:38:37,Арагорн,"Как можно звать их на войну? Они ни во что не верят, никому не отзовутся","Убийцы. Предатели. Как можно звать их на войну? Они ни во что не верят, никому не отзовутся""..",15
1767,Властелин колец: возвращение короля,01:38:37,Элронд,"Андрил, Пламя Запада, скованный из обломков Нарсила","Они отзовутся королю Гондора. Андрил, Пламя Запада, скованный из обломков Нарсила""..",7
1768,Властелин колец: возвращение короля,01:38:37,Арагорн,Саурон не забудет меч Элендиля,"Саурон не забудет меч Элендиля. Клинок, что был сломан, вернётся в Минас Тирит""..",5
1769,Властелин колец: возвращение короля,01:38:37,Арагорн,"Клинок, что был сломан, вернётся в Минас Тирит","Саурон не забудет меч Элендиля. Клинок, что был сломан, вернётся в Минас Тирит""..",8
1770,Властелин колец: возвращение короля,01:38:37,Элронд,"Человек, который совладает с силой этого меча призовёт армию более смертоносную, чем любая другая","Человек, который совладает с силой этого меча призовёт армию более смертоносную, чем любая другая. Забудь Странника. Будь тем, кем ты рождён. Иди по дороге на Димхольт. Я даю людям надежду""..",14
1771,Властелин колец: возвращение короля,01:38:37,Элронд,"Будь тем, кем ты рождён","Человек, который совладает с силой этого меча призовёт армию более смертоносную, чем любая другая. Забудь Странника. Будь тем, кем ты рождён. Иди по дороге на Димхольт. Я даю людям надежду""..",5
1772,Властелин колец: возвращение короля,01:38:37,Элронд,Иди по дороге на Димхольт,"Человек, который совладает с силой этого меча призовёт армию более смертоносную, чем любая другая. Забудь Странника. Будь тем, кем ты рождён. Иди по дороге на Димхольт. Я даю людям надежду""..",5
1773,Властелин колец: возвращение короля,01:38:37,Арагорн,У меня её не осталось,"У меня её не осталось""..",5
1774,Властелин колец: возвращение короля,01:42:55,Эовин,"Как ты можешь? Путь на войну лежит на восток, нас ждёт битва","Как ты можешь? Путь на войну лежит на восток, нас ждёт битва. Ты не можешь бросить людей!.",12
1775,Властелин колец: возвращение короля,01:42:55,Эовин,Ты не можешь бросить людей!.,"Как ты можешь? Путь на войну лежит на восток, нас ждёт битва. Ты не можешь бросить людей!.",5
1776,Властелин колец: возвращение короля,01:42:55,Арагорн,Ты полюбила тень и мимолётную мысль,"Ты полюбила тень и мимолётную мысль. Я не могу дать то, что ты ищешь. Я желал тебе радости с тех пор как увидел""..",6
1777,Властелин колец: возвращение короля,01:42:55,Арагорн,"Я не могу дать то, что ты ищешь","Ты полюбила тень и мимолётную мысль. Я не могу дать то, что ты ищешь. Я желал тебе радости с тех пор как увидел""..",8
1778,Властелин колец: возвращение короля,01:42:55,Арагорн,Я желал тебе радости с тех пор как увидел,"Ты полюбила тень и мимолётную мысль. Я не могу дать то, что ты ищешь. Я желал тебе радости с тех пор как увидел""..",9
1779,Властелин колец: возвращение короля,01:42:55,Арагорн,"На этот раз ты должен остаться, Гимли","Не в этот раз. На этот раз ты должен остаться, Гимли""..",7
1780,Властелин колец: возвращение короля,01:42:55,Леголас,Ты ещё не привык к упрямству гномов?.,Ты ещё не привык к упрямству гномов?.,7
1781,Властелин колец: возвращение короля,01:42:55,Гимли,"Мы пойдём с тобой, дружище","Тебе лучше смириться. Мы пойдём с тобой, дружище""..",5
1782,Властелин колец: возвращение короля,01:44:51,Теоден,"Оставил, потому что так надо","Оставил, потому что так надо""..",5
1783,Властелин колец: возвращение короля,01:44:51,Теоден,Но мы вступим с ними в битву всё равно,"Нет. Не победить. Но мы вступим с ними в битву всё равно""..",9
